@relation unbalanced-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.3-no-replacement

@attribute WBN_GC_L_0.25 numeric
@attribute WBN_GC_H_0.25 numeric
@attribute WBN_GC_L_0.50 numeric
@attribute WBN_GC_H_0.50 numeric
@attribute WBN_GC_L_0.75 numeric
@attribute WBN_GC_H_0.75 numeric
@attribute WBN_GC_L_1.00 numeric
@attribute WBN_GC_H_1.00 numeric
@attribute WBN_EN_L_0.25 numeric
@attribute WBN_EN_H_0.25 numeric
@attribute WBN_EN_L_0.50 numeric
@attribute WBN_EN_H_0.50 numeric
@attribute WBN_EN_L_0.75 numeric
@attribute WBN_EN_H_0.75 numeric
@attribute WBN_EN_L_1.00 numeric
@attribute WBN_EN_H_1.00 numeric
@attribute WBN_LP_L_0.25 numeric
@attribute WBN_LP_H_0.25 numeric
@attribute WBN_LP_L_0.50 numeric
@attribute WBN_LP_H_0.50 numeric
@attribute WBN_LP_L_0.75 numeric
@attribute WBN_LP_H_0.75 numeric
@attribute WBN_LP_L_1.00 numeric
@attribute WBN_LP_H_1.00 numeric
@attribute XLogP numeric
@attribute PSA numeric
@attribute NumRot numeric
@attribute NumHBA numeric
@attribute NumHBD numeric
@attribute MW numeric
@attribute BBB numeric
@attribute BadGroup numeric
@attribute Outcome {Active,Inactive}

@data
-2.3568,2.2432,-2.4932,2.6604,-3.0335,3.2662,-3.7628,4.1179,-0.8549,1.3217,-1.7391,2.126,-2.6347,3.0198,-3.5354,3.9382,-0.872,1.1517,-1.7002,2.0725,-2.5886,3.0037,-3.4891,3.9383,3.592,76.74,4,4,1,302.326,0,0,Inactive
-2.2647,1.8506,-2.3888,2.3138,-2.6397,3.0036,-3.2284,3.7946,-0.7907,1.2364,-1.5941,1.9374,-2.4029,2.7571,-3.2145,3.6055,-0.9477,1.0889,-1.7065,1.8843,-2.5016,2.7155,-3.3058,3.5618,2.437,84.94,7,7,1,426.513,0,1,Inactive
-1.6356,1.4324,-1.9235,2.0698,-2.4657,2.8742,-3.1801,3.7084,-0.7691,1.5211,-1.5598,2.1942,-2.3597,2.9353,-3.1644,3.7347,-0.8627,1.4319,-1.5834,2.0211,-2.3708,2.7832,-3.1736,3.6055,3.956,57.69,3,7,0,381.432,1,1,Inactive
-2.2627,1.8829,-2.3826,2.4627,-3.0132,3.3595,-3.8942,4.3115,-0.8172,1.4357,-1.7273,2.3492,-2.6634,3.321,-3.6089,4.3085,-1.0098,1.202,-1.8876,2.1667,-2.8178,3.1534,-3.7619,4.1472,5.457,95.03,7,5,0,478.936,0,1,Inactive
-2.3205,2.4071,-2.5852,2.8271,-3.0432,3.5588,-3.7024,4.4334,-0.8605,2.4014,-1.7608,2.6758,-2.6724,3.1713,-3.5885,4.0331,-0.9525,1.12,-1.8156,2.0469,-2.7188,2.9939,-3.6321,3.9466,6.787,62.91,6,4,1,489.534,1,0,Inactive
-2.4164,1.9588,-2.5389,2.5584,-2.9986,3.3364,-3.6558,4.1818,-0.7975,1.3665,-1.6349,2.1652,-2.4935,3.0379,-3.3614,3.935,-1.0389,1.0766,-1.8363,1.9432,-2.6839,2.8443,-3.5472,3.7545,2.488,98.48,3,5,1,324.336,0,0,Inactive
-2.4163,1.5304,-2.5386,2.1634,-2.7746,2.953,-3.3266,3.7935,-0.8012,1.2842,-1.6142,2.0156,-2.4313,2.8441,-3.2503,3.7036,-0.964,1.1198,-1.6186,1.9638,-2.3938,2.829,-3.1983,3.7029,3.633,66.92,5,6,0,404.466,1,0,Inactive
-2.3987,1.7945,-2.5266,2.1715,-2.7673,2.8033,-3.3109,3.6149,-0.8012,1.2674,-1.6141,1.9471,-2.4312,2.7391,-3.2503,3.5728,-0.9619,1.0659,-1.6105,1.8884,-2.3903,2.7358,-3.1968,3.5896,3.815,41.57,4,4,1,322.408,1,0,Inactive
-1.63,1.4391,-1.928,1.9933,-2.6901,2.839,-3.5252,3.7133,-0.7663,1.5359,-1.5569,2.3675,-2.3666,3.2245,-3.1914,4.0941,-1.0864,1.0975,-1.9154,1.9154,-2.7595,2.7704,-3.611,3.6413,3.01,115.99,13,8,3,500.665,0,0,Inactive
-2.2627,1.883,-2.3826,2.4656,-3.0133,3.3679,-3.8943,4.3266,-0.8698,1.4362,-1.7448,2.353,-2.6656,3.3299,-3.6104,4.3233,-1.0098,1.2319,-1.8876,2.2009,-2.8179,3.1927,-3.7621,4.1927,6.101,95.03,7,5,0,494.551,0,1,Inactive
-2.4001,1.8517,-2.5199,2.3323,-2.7604,3.0613,-3.2545,3.8816,-0.7941,1.2488,-1.6024,1.9645,-2.416,2.7948,-3.232,3.6534,-0.9479,1.0365,-1.708,1.853,-2.5058,2.7038,-3.3133,3.5674,3.476,142.53,13,9,1,545.654,0,1,Inactive
-2.2788,1.745,-2.4009,2.1612,-2.7525,2.8752,-3.5926,3.7507,-0.7805,2.3347,-1.5823,2.4701,-2.4015,3.2449,-3.2346,4.1213,-1.0814,1.1468,-1.9115,1.9932,-2.759,2.8606,-3.6146,3.7405,5.5,72.06,9,5,0,482.017,0,1,Inactive
-1.5261,1.7127,-1.8698,2.4548,-2.442,3.2679,-3.1516,4.1112,-0.7657,1.2153,-1.5788,1.9641,-2.405,2.8134,-3.2364,3.6837,-0.9217,1.0575,-1.725,1.8934,-2.5511,2.7581,-3.3833,3.6326,-0.787,97.99,3,5,4,212.201,0,0,Inactive
-2.3553,1.575,-2.6131,2.1514,-3.0009,2.8687,-3.4768,3.6378,-0.6256,1.2844,-1.3565,2.0183,-2.1247,2.8148,-2.902,3.6278,-1.0197,1.0132,-1.6931,1.786,-2.4612,2.5786,-3.2414,3.383,1.902,88.33,9,4,1,370.453,0,0,Inactive
-2.2627,2.2054,-2.3826,2.543,-3.013,3.3717,-3.8939,4.3222,-0.8172,2.4015,-1.7272,2.6762,-2.6633,3.3408,-3.6088,4.3203,-1.0096,1.2001,-1.8874,2.1675,-2.8175,3.1556,-3.7616,4.1508,6.243,95.03,9,5,0,512.488,0,1,Inactive
-2.4164,1.8513,-2.5388,2.3173,-2.7714,3.0129,-3.2369,3.8092,-0.7904,1.2369,-1.5933,1.9381,-2.4016,2.7575,-3.2126,3.6059,-0.9477,1.0636,-1.7065,1.8685,-2.5017,2.7014,-3.3058,3.5491,2.376,100.16,11,8,1,471.55,0,1,Inactive
-2.1896,2.2456,-2.3024,2.5668,-2.5352,3.0323,-3.0621,3.6215,-0.7619,1.5817,-1.5355,2.3378,-2.3129,3.1223,-3.092,3.9205,-0.9748,1.0933,-1.5369,1.8717,-2.201,2.6709,-2.9472,3.4796,2.385,93.96,8,4,2,364.837,0,1,Inactive
-2.3921,1.6547,-2.5191,2.4321,-2.7991,3.3365,-3.6364,4.2777,-0.7737,1.5429,-1.6279,2.4052,-2.5098,3.3256,-3.4029,4.2764,-1.1096,1.1302,-1.9231,2.0711,-2.7919,3.0355,-3.6777,4.0077,0.897,141.67,7,8,0,559.714,0,0,Inactive
-2.3985,1.5966,-2.5271,2.3592,-2.865,3.2556,-3.6705,4.1831,-0.8671,1.3427,-1.765,2.172,-2.6745,3.0893,-3.5892,4.0303,-0.9579,1.1749,-1.7751,2.107,-2.6661,3.0546,-3.575,4.0078,3.262,79.23,9,7,0,454.523,0,0,Inactive
-2.3812,1.8497,-2.5041,2.4297,-2.7257,3.2186,-3.204,4.0469,-0.7986,1.5213,-1.6148,2.195,-2.4375,2.9428,-3.2634,3.7628,-0.9117,1.432,-1.6907,2.0246,-2.5004,2.8067,-3.3193,3.6561,5.713,101.93,6,9,2,498.576,0,2,Inactive
-2.1946,1.9232,-2.4905,2.4852,-3.0288,3.2637,-3.7521,4.1361,-0.8501,1.3226,-1.7327,2.1304,-2.627,3.0274,-3.5267,3.9485,-0.8716,1.1606,-1.6979,2.0808,-2.5845,3.0134,-3.4837,3.9496,5.356,56.51,3,3,0,346.81,1,0,Inactive
-2.264,1.8498,-2.3845,2.2972,-2.6358,2.9788,-3.1866,3.7813,-0.791,1.2215,-1.5943,1.9178,-2.4026,2.7462,-3.2135,3.6014,-0.9112,1.0617,-1.6836,1.871,-2.4822,2.7117,-3.2874,3.5665,2.559,103.87,6,5,2,437.561,0,2,Inactive
-2.1951,1.9476,-2.4907,2.4988,-3.0269,3.2574,-3.7492,4.1189,-0.8584,1.3192,-1.744,2.1177,-2.6399,3.0077,-3.5406,3.9235,-0.8663,1.1536,-1.6932,2.0714,-2.5828,3.0006,-3.4837,3.9332,4.157,50.44,3,2,1,244.29,1,1,Inactive
-2.4003,1.5461,-2.5309,2.1713,-2.7853,2.9559,-3.2471,3.771,-0.7805,1.2178,-1.5768,1.8775,-2.3785,2.6712,-3.1826,3.4991,-0.8616,1.0688,-1.5545,1.8817,-2.334,2.7143,-3.1308,3.5537,3.433,66.02,8,6,1,385.46,1,0,Inactive
-2.3987,1.2868,-2.5265,2.0156,-2.7616,2.9007,-3.5065,3.799,-0.7892,1.5361,-1.5967,2.3708,-2.4192,3.2345,-3.2538,4.1138,-1.0798,1.1283,-1.9079,1.9809,-2.7546,2.8626,-3.6102,3.7572,5.206,75.81,5,5,2,446.572,0,0,Inactive
-2.399,1.4249,-2.5272,2.1065,-2.7965,2.9171,-3.5262,3.776,-0.7763,1.5359,-1.5629,2.3676,-2.3657,3.2247,-3.1904,4.0943,-1.0868,1.0789,-1.9162,1.9102,-2.7607,2.7695,-3.6126,3.6427,2.513,111.34,13,8,2,464.584,0,0,Inactive
-1.4994,1.3624,-1.894,1.9591,-2.6959,2.8181,-3.5349,3.6949,-0.7826,1.5352,-1.5874,2.3656,-2.4079,3.2212,-3.2405,4.0893,-1.0867,1.0722,-1.9163,1.9042,-2.7617,2.764,-3.615,3.6373,1.582,74.86,4,5,1,322.43,0,0,Inactive
-2.2788,2.2056,-2.401,2.5305,-2.752,3.0751,-3.5912,3.8352,-0.7752,2.4014,-1.5706,2.6739,-2.3843,3.2581,-3.2132,4.1267,-1.0815,1.1408,-1.9116,1.9767,-2.7589,2.839,-3.6143,3.7162,6.038,72.06,10,5,0,517.997,0,2,Inactive
-2.3834,1.851,-2.5264,2.3481,-2.8105,3.1208,-3.2945,3.9504,-0.7978,1.2393,-1.6117,1.9542,-2.4309,2.7894,-3.2524,3.6517,-0.948,1.0014,-1.7111,1.824,-2.5139,2.6824,-3.3272,3.5515,1.795,109.39,10,9,1,487.549,0,1,Inactive
-2.1946,1.9231,-2.4907,2.4824,-3.0297,3.2502,-3.7533,4.1116,-0.8472,1.3217,-1.7262,2.1251,-2.6172,3.0167,-3.5138,3.9324,-0.8715,1.1498,-1.6958,2.0669,-2.5796,2.9949,-3.4759,3.9263,3.367,56.51,3,3,0,272.3,1,0,Inactive
-2.4154,1.5694,-2.5368,2.1649,-2.8209,2.9785,-3.586,3.8602,-0.7752,1.3741,-1.5633,2.2103,-2.3578,3.1075,-3.1611,4.0217,-0.9135,1.1181,-1.6591,2.015,-2.4603,2.9328,-3.2777,3.857,5.942,83.87,6,3,1,377.469,0,0,Inactive
-1.5362,1.6543,-2.0643,2.4296,-2.799,3.3311,-3.6364,4.2692,-0.7737,1.5425,-1.6279,2.4031,-2.5098,3.3203,-3.4029,4.2676,-1.1096,1.1241,-1.9231,2.0631,-2.7919,3.0244,-3.6777,3.9935,0.642,132.44,6,7,0,535.736,0,0,Inactive
-2.3987,1.8501,-2.5268,2.3156,-2.7647,3.0124,-3.2371,3.8101,-0.7905,1.2365,-1.5934,1.9386,-2.4017,2.7591,-3.2128,3.6085,-0.9478,1.0645,-1.7065,1.8705,-2.5018,2.7046,-3.306,3.5532,3.548,90.93,7,7,1,467.562,0,0,Inactive
-2.401,2.0929,-2.5341,2.494,-2.8,3.0366,-3.3219,3.7898,-0.7953,1.2287,-1.6056,1.9428,-2.4214,2.7803,-3.2398,3.6432,-0.9071,1.0528,-1.6804,1.8677,-2.4841,2.7234,-3.2962,3.5907,3.684,93.14,6,7,1,481.589,0,1,Inactive
-2.3813,1.8659,-2.5043,2.3574,-2.7269,3.111,-3.152,3.9203,-0.7887,1.2629,-1.5939,1.9458,-2.4041,2.7356,-3.2166,3.5627,-0.9774,1.0611,-1.6745,1.8599,-2.4444,2.6898,-3.2336,3.5299,2.828,96.89,6,7,3,396.871,0,0,Inactive
-1.5985,1.3534,-1.9336,1.8918,-2.4593,2.59,-3.0784,3.3205,-0.6415,1.2426,-1.332,1.8871,-2.0406,2.6057,-2.7571,3.3484,-1.0034,0.8051,-1.6925,1.4301,-2.4069,2.1708,-3.1282,2.9266,1.005,57.69,4,5,0,308.422,0,0,Inactive
-2.3864,1.5979,-2.527,2.3543,-2.8639,3.2439,-3.6685,4.1652,-0.867,1.3402,-1.7649,2.1628,-2.6741,3.0733,-3.5886,4.0078,-0.9579,1.1728,-1.7748,2.1,-2.6654,3.0421,-3.5741,3.9895,4.121,69.56,7,5,1,400.519,1,0,Inactive
-2.3864,1.8831,-2.5269,2.4685,-3.0133,3.3692,-3.8942,4.3234,-0.8173,1.4367,-1.7273,2.3516,-2.6634,3.3251,-3.609,4.3142,-1.0098,1.1962,-1.8876,2.1642,-2.8179,3.153,-3.762,4.1488,4.397,113.49,9,7,0,504.543,0,1,Inactive
-2.3991,2.3813,-2.6019,2.7447,-3.066,3.4166,-3.7396,4.3003,-0.8652,2.4014,-1.7678,2.6756,-2.6807,3.1692,-3.5978,4.032,-0.9072,1.1662,-1.7625,2.0983,-2.6683,3.0507,-3.5836,4.0081,7.085,48.67,6,3,0,460.835,1,1,Inactive
-2.3989,2.4072,-2.5832,2.8279,-3.0402,3.5559,-3.6966,4.4231,-0.8538,2.4015,-1.7493,2.676,-2.6563,3.1686,-3.568,4.0211,-0.9518,1.1134,-1.8106,2.0355,-2.709,2.9765,-3.6176,3.9233,4.756,93.43,12,7,0,496.434,0,1,Inactive
-2.3865,1.4451,-2.5272,2.1213,-2.7957,2.9133,-3.269,3.7393,-0.793,1.2474,-1.5966,1.9397,-2.4048,2.7485,-3.2153,3.5915,-0.92,1.1125,-1.6159,1.9398,-2.3766,2.7856,-3.1655,3.6396,3.342,59.08,5,6,0,436.552,1,0,Inactive
-2.3935,1.779,-2.516,2.3587,-2.7561,3.1253,-3.2337,3.967,-0.7837,1.521,-1.58,2.2047,-2.3819,3.0371,-3.1868,3.9176,-0.821,1.4342,-1.5392,2.0676,-2.3202,2.9253,-3.1174,3.8163,8.051,112.7,5,5,0,480.611,0,1,Inactive
-2.2035,2.2277,-2.3182,2.5566,-2.5522,3.0275,-2.9532,3.5886,-0.6974,1.2614,-1.3958,1.8832,-2.0946,2.5582,-2.7938,3.2557,-0.8164,0.9332,-1.4415,1.629,-2.0923,2.3513,-2.7566,3.0821,6.173,76.66,10,6,2,434.621,0,1,Inactive
-1.6968,1.8803,-2.1545,2.5632,-2.9103,3.4302,-3.7529,4.3516,-0.7821,1.4726,-1.5914,2.3897,-2.4996,3.3528,-3.4189,4.3286,-1.0271,1.3085,-1.8919,2.1907,-2.7981,3.1454,-3.7164,4.1174,4.789,68.3,9,4,0,514.674,0,0,Inactive
-2.2841,1.85,-2.4093,2.3159,-2.6658,3.0154,-3.1902,3.8154,-0.7909,1.2357,-1.5943,1.9351,-2.403,2.7533,-3.2144,3.6007,-0.9477,1.0602,-1.7066,1.8633,-2.5019,2.6953,-3.3063,3.5422,2.64,101.93,7,7,2,427.497,0,0,Inactive
-2.3987,1.6524,-2.5266,2.3672,-2.8242,3.2254,-3.6316,4.1288,-0.761,1.3796,-1.5879,2.2315,-2.4614,3.1484,-3.3446,4.0827,-0.9944,1.1031,-1.812,2.0217,-2.68,2.9585,-3.5619,3.9014,1.692,165.09,15,7,2,544.699,0,0,Inactive
-2.3987,1.7451,-2.5268,2.1651,-2.7642,2.9184,-3.5881,3.7927,-0.7694,1.5457,-1.5617,2.3819,-2.3776,3.2483,-3.2097,4.128,-1.0815,1.4342,-1.9122,2.0552,-2.7604,2.8719,-3.6167,3.7404,4.913,98.36,11,9,0,490.578,0,2,Inactive
-1.9247,1.3398,-2.2882,2.0516,-2.7731,2.8212,-3.3202,3.6105,-0.6987,1.4079,-1.4433,2.0944,-2.2018,2.8553,-2.9661,3.6453,-0.8707,0.9994,-1.6133,1.7861,-2.3769,2.5927,-3.1452,3.4061,2.263,72.2,2,3,1,248.282,0,1,Inactive
-2.263,1.8604,-2.3833,2.2905,-2.6342,2.9329,-3.1757,3.6914,-0.7748,1.2736,-1.5625,1.9697,-2.3558,2.7509,-3.1519,3.5624,-0.8594,1.0668,-1.554,1.8697,-2.3067,2.6905,-3.0865,3.5188,2.588,63.68,4,5,0,313.353,1,0,Inactive
-1.3387,1.9768,-1.867,2.3723,-2.6691,2.9106,-3.4947,3.6855,-0.6205,1.5359,-1.3087,2.3678,-2.0903,3.2236,-2.9118,4.09,-1.0951,0.9567,-1.9312,1.7567,-2.7765,2.6042,-3.625,3.4701,0.28,120.09,5,5,2,303.405,0,0,Inactive
-1.5739,2.1671,-1.9649,2.7467,-2.7305,3.463,-3.5316,4.2619,-0.7739,1.5215,-1.5905,2.2103,-2.4278,3.0417,-3.2758,3.9253,-1.0393,1.4327,-1.8359,2.0456,-2.6783,2.8701,-3.5326,3.7547,5.211,140.73,5,7,1,480.615,0,2,Inactive
-2.2842,1.85,-2.4095,2.3159,-2.6664,3.0161,-3.1872,3.8176,-0.7901,2.3347,-1.5938,2.4636,-2.4036,2.8561,-3.2164,3.6413,-0.9478,1.1095,-1.7067,1.9205,-2.5023,2.7505,-3.307,3.5939,2.849,81.7,6,6,1,415.461,0,0,Inactive
-1.774,1.6803,-2.2443,2.3901,-2.93,3.2757,-3.7163,4.2184,-0.8538,1.3665,-1.7268,2.2444,-2.612,3.2013,-3.5048,4.178,-0.9591,1.3584,-1.7645,2.2905,-2.6366,3.2653,-3.5273,4.2492,4.6,56.03,6,3,1,353.466,1,0,Inactive
-2.3991,1.5467,-2.5283,2.183,-2.7969,2.9769,-3.2669,3.8,-0.782,1.2183,-1.5772,1.8842,-2.3788,2.6868,-3.183,3.5221,-0.8608,1.049,-1.5563,1.871,-2.3356,2.7119,-3.1322,3.5586,4.408,66.02,9,6,1,399.487,1,0,Inactive
-2.4164,1.8656,-2.5385,2.33,-2.7699,2.9972,-3.209,3.7517,-0.7765,1.2616,-1.5611,1.9349,-2.3492,2.7035,-3.1393,3.5071,-0.9768,1.0601,-1.6689,1.8507,-2.4281,2.6589,-3.2004,3.4761,3.232,76.66,8,6,2,374.481,0,0,Inactive
-2.4163,1.548,-2.5385,2.0791,-2.7681,2.8849,-3.5316,3.7621,-0.7826,1.5364,-1.5874,2.3702,-2.408,3.2312,-3.2408,4.1062,-1.0875,1.0784,-1.9179,1.9224,-2.7639,2.7945,-3.6177,3.6794,2.58,113.19,10,8,2,473.595,0,0,Inactive
-1.473,1.4226,-1.997,1.9419,-2.5945,2.6736,-3.2252,3.4785,-0.7793,1.4565,-1.5695,2.1863,-2.3632,2.9596,-3.1584,3.7509,-0.9805,1.1032,-1.614,1.9032,-2.3155,2.7201,-3.05,3.5438,3.63,59.81,4,2,1,370.884,1,1,Inactive
-2.4008,2.6616,-2.5301,3.0992,-2.7916,3.7479,-3.2505,4.4972,-0.783,1.3675,-1.5797,2.1187,-2.3821,2.9509,-3.1877,3.8141,-1.0349,1.1299,-1.7821,1.9655,-2.5676,2.8251,-3.3637,3.6982,4.892,75.52,7,7,1,520.633,0,1,Inactive
-2.2641,1.896,-2.3853,2.3977,-2.6298,3.1459,-3.075,3.9807,-0.7855,1.2929,-1.5794,2.0495,-2.3766,2.9005,-3.1753,3.7763,-0.8739,1.119,-1.5612,1.964,-2.2724,2.8354,-3.0069,3.718,4.598,147.32,12,9,1,500.573,0,0,Inactive
-2.2841,1.85,-2.409,2.3139,-2.6651,3.0046,-3.226,3.7954,-0.7959,1.2354,-1.5999,1.9345,-2.4085,2.7529,-3.2197,3.601,-0.9477,1.1114,-1.7062,1.9217,-2.5008,2.7505,-3.3043,3.5929,4.07,81.7,6,6,1,451.563,0,0,Inactive
-1.3368,1.1178,-2.0233,1.931,-2.7877,2.7882,-3.598,3.6609,-0.7671,1.5391,-1.5588,2.375,-2.3698,3.2356,-3.1968,4.1079,-1.0812,1.1307,-1.9111,1.9481,-2.7581,2.7941,-3.6128,3.6579,3.063,69.55,5,4,0,326.849,1,0,Inactive
-2.3865,1.7228,-2.6016,2.2799,-3.0294,3.0551,-3.5924,3.9107,-0.806,1.2538,-1.6185,2.0199,-2.4337,2.8897,-3.2503,3.7825,-0.8633,1.1551,-1.536,2.0478,-2.3027,2.9498,-3.0897,3.8549,5.153,60.7,7,4,1,393.483,1,0,Inactive
-2.2857,1.8827,-2.4127,2.4212,-2.6731,3.0719,-3.1009,3.7812,-0.6131,1.2618,-1.2743,1.9868,-1.9557,2.7782,-2.6491,3.5856,-0.9504,0.9312,-1.5813,1.7241,-2.2846,2.5338,-2.9924,3.3487,3.264,119.75,8,5,1,340.445,0,1,Inactive
-2.3984,1.4966,-2.526,2.0519,-2.7653,2.8017,-3.3222,3.6229,-0.8009,1.2799,-1.6136,1.9808,-2.4304,2.772,-3.2491,3.6008,-0.9641,1.0443,-1.6214,1.8709,-2.3969,2.7165,-3.2009,3.5687,2.632,66.92,4,6,0,396.487,1,1,Inactive
-2.247,1.584,-2.3858,2.3207,-2.7679,3.155,-3.5624,4.0255,-0.8158,1.3655,-1.6342,2.1575,-2.4614,3.0201,-3.3091,3.9095,-1.0384,1.0865,-1.8388,1.9369,-2.686,2.8215,-3.5443,3.7227,1.997,96.42,1,6,1,373.412,0,1,Inactive
-1.9246,1.6073,-2.2879,2.3279,-2.8441,3.217,-3.7068,4.1485,-0.8597,1.5424,-1.7539,2.3952,-2.6632,3.295,-3.58,4.2237,-1.1048,1.2003,-1.9281,2.1301,-2.8041,3.0782,-3.7018,4.0346,1.516,122.89,6,6,1,444.513,0,0,Inactive
-2.2755,1.8184,-2.3961,2.3694,-2.824,3.223,-3.6314,4.1239,-0.7789,1.3784,-1.5879,2.2285,-2.4614,3.1439,-3.3446,4.0767,-0.9944,1.1249,-1.812,2.0278,-2.68,2.9614,-3.5619,3.9022,2.959,143.83,14,5,1,487.647,0,1,Inactive
-2.3987,2.1768,-2.5268,2.3311,-2.7651,3.0533,-3.2238,3.893,-0.7991,1.2259,-1.6137,1.9455,-2.4332,2.7954,-3.2548,3.6701,-0.9115,1.0951,-1.6859,1.9304,-2.4887,2.7957,-3.2998,3.6719,4.566,83.09,7,7,1,524.013,0,2,Inactive
-2.261,1.8509,-2.3873,2.315,-2.6379,3.0064,-3.2281,3.7989,-0.7907,1.237,-1.5941,1.9401,-2.4029,2.7613,-3.2145,3.6112,-0.9477,1.0898,-1.7065,1.8864,-2.5016,2.7192,-3.3058,3.5669,3.83,110.24,10,7,1,486.634,0,1,Inactive
-1.574,2.2264,-1.9649,2.7496,-2.7306,3.4663,-3.5319,4.264,-0.7793,2.4014,-1.5943,2.6731,-2.4304,3.1195,-3.2775,3.9266,-1.0393,1.1086,-1.8358,1.9462,-2.6781,2.8326,-3.5323,3.7333,4.811,98.36,3,4,1,471.548,0,1,Inactive
-2.2495,1.889,-2.388,2.4297,-2.6891,3.1451,-3.2539,3.9236,-0.7937,1.2248,-1.5955,1.9147,-2.4021,2.7263,-3.2114,3.567,-0.9091,1.1061,-1.6775,1.9133,-2.4734,2.7384,-3.2765,3.5759,3.961,78.62,4,5,1,355.434,0,1,Inactive
-2.3987,1.8506,-2.5268,2.3146,-2.7646,3.0078,-3.236,3.8022,-0.7905,1.2354,-1.5934,1.9337,-2.4017,2.7511,-3.2127,3.5978,-0.9477,1.063,-1.7065,1.8666,-2.5016,2.6976,-3.3058,3.5433,2.143,90.93,7,7,1,413.47,0,1,Inactive
-1.5607,1.9772,-2.1503,2.4067,-2.9315,3.2554,-3.7756,4.1737,-0.7437,1.4123,-1.6009,2.2924,-2.4893,3.2314,-3.388,4.1865,-0.9962,1.1425,-1.8372,2.062,-2.7243,3.0163,-3.6235,3.9783,2.842,160.1,6,4,1,561.483,0,1,Inactive
-2.2595,1.8513,-2.3867,2.3172,-2.6371,3.0136,-3.1867,3.8111,-0.7895,2.3347,-1.5918,2.4623,-2.4002,2.8439,-3.2115,3.6332,-0.9477,1.1096,-1.7062,1.9196,-2.501,2.7482,-3.3048,3.5904,2.659,90.93,9,7,1,459.514,0,1,Inactive
-1.2419,1.2067,-1.9926,2.0972,-2.8253,3.0264,-3.6928,3.9697,-0.7975,1.5597,-1.6362,2.4376,-2.5006,3.3551,-3.3801,4.291,-1.0823,1.1574,-1.9286,2.0604,-2.8029,2.9919,-3.6899,3.9363,4.046,134.04,6,8,0,568.783,0,0,Inactive
-2.3987,1.7729,-2.5266,2.1459,-2.7673,2.7698,-3.3107,3.5779,-0.8012,1.2645,-1.6141,1.9296,-2.4311,2.7071,-3.25,3.5305,-0.9618,1.0344,-1.6079,1.8605,-2.3873,2.7016,-3.1939,3.5475,2.672,41.57,4,4,1,274.364,1,0,Inactive
-2.3575,2.0459,-2.4939,2.4987,-3.0336,3.2543,-3.7629,4.1165,-0.8549,1.3221,-1.7391,2.1273,-2.6347,3.0219,-3.5354,3.9412,-0.872,1.1526,-1.7002,2.0741,-2.5886,3.006,-3.4891,3.9414,4.796,65.74,6,4,0,344.407,1,0,Inactive
-2.3834,1.8494,-2.5264,2.3282,-2.8105,3.1014,-3.2952,3.9284,-0.7977,1.225,-1.6114,1.9324,-2.4302,2.7681,-3.2513,3.6297,-0.9115,1.0042,-1.6894,1.8279,-2.4966,2.6857,-3.3117,3.5535,4.534,83.09,7,7,1,497.632,0,1,Inactive
-2.3549,1.406,-2.6122,1.9799,-2.9988,2.8235,-3.526,3.6934,-0.7671,1.5354,-1.5583,2.3657,-2.3681,3.2205,-3.1929,4.0873,-1.0863,1.1322,-1.9149,1.9516,-2.7583,2.7972,-3.6089,3.6585,2.837,96.79,8,5,2,410.923,0,0,Inactive
-2.3549,1.8184,-2.6122,2.3408,-2.9988,3.2034,-3.6847,4.1119,-0.8344,1.376,-1.7139,2.218,-2.6116,3.1291,-3.5173,4.0604,-0.9944,1.1609,-1.819,2.0758,-2.7026,3.0097,-3.6036,3.9508,3.581,128.73,13,5,1,457.552,0,1,Inactive
-2.2788,1.7449,-2.4009,2.1603,-2.7536,2.8751,-3.5917,3.7407,-0.7667,1.5445,-1.5601,2.3784,-2.3743,3.2405,-3.2044,4.1146,-1.0811,1.4338,-1.9109,2.0448,-2.7581,2.8426,-3.6133,3.6969,4.366,89.13,10,8,0,426.535,0,2,Inactive
-2.2786,1.759,-2.4005,2.4325,-2.7991,3.3336,-3.6364,4.2716,-0.7737,1.5426,-1.6279,2.4035,-2.5098,3.321,-3.4029,4.2685,-1.1096,1.1238,-1.9231,2.0627,-2.7919,3.024,-3.6777,3.9932,-0.169,155.5,8,8,0,524.665,0,1,Inactive
-2.3815,1.8502,-2.5049,2.3299,-2.7297,3.0698,-3.2076,3.8879,-0.7946,1.2372,-1.6033,1.943,-2.4171,2.7686,-3.2334,3.6227,-0.9479,1.0308,-1.7082,1.8404,-2.5062,2.6852,-3.3139,3.5433,2.358,111.16,7,8,2,443.496,0,0,Inactive
-2.3987,2.3812,-2.604,2.7449,-3.0692,3.4246,-3.7452,4.316,-0.8702,2.4014,-1.7771,2.6753,-2.6941,3.1699,-3.6151,4.0378,-0.9084,1.1474,-1.7697,2.0886,-2.6802,3.0444,-3.5998,4.0043,5.047,62.91,5,4,1,433.426,1,0,Inactive
-1.4544,2.279,-1.9829,2.7359,-2.7309,3.5015,-3.5543,4.3746,-0.7837,2.4014,-1.5874,2.6757,-2.4589,3.2601,-3.3488,4.1776,-1.0489,1.1372,-1.8607,2.0198,-2.7446,2.9464,-3.6402,3.8867,4.373,113.06,5,6,2,478.814,0,1,Inactive
